nID;sName;nOrder;nID_Subcategory;sInfo;sFAQ;sLaw;nOpenedLimit;sSubjectOperatorName
248;Проведення досліджень, оцінки на замовлення, а саме: дослідження трасологічне;100;3;;;;0;Міністерство внутрішніх справ
251;Проведення досліджень, оцінки на замовлення, а саме: дослідження холодної зброї;100;3;;;;0;Міністерство внутрішніх справ
254;Проведення досліджень, оцінки на замовлення, а саме: дослідження балістичне;100;3;;;;0;Міністерство внутрішніх справ
255;Проведення досліджень, оцінки на замовлення, а саме: дослідження технічного укріплення стрільбищ та тирів;100;3;;;;0;Міністерство внутрішніх справ
258;Проведення досліджень, оцінки на замовлення, а саме: дослідження документів;100;3;;;;0;Міністерство внутрішніх справ
261;Проведення досліджень, оцінки на замовлення, а саме: дослідження почеркознавче;100;3;;;;0;Міністерство внутрішніх справ
264;Проведення досліджень, оцінки на замовлення, а саме:портретне та фототехнічне дослідження;100;3;;;;0;Міністерство внутрішніх справ
267;Проведення досліджень, оцінки на замовлення, а саме:дослідження транспортних засобів і документів, що їх супроводжують (комплексне), у тому числі: дослідження транспортних засобів усіх категорій вітчизняного виробництва та країн СНД або окремих агрегатів;100;3;;;;0;Міністерство внутрішніх справ
270;Проведення досліджень, оцінки на замовлення, а саме:дослідження транспортних засобів і документів, що їх супроводжують (комплексне), у тому числі: дослідження транспортних засобів усіх категорій іноземного виробництва або окремих агрегатів;100;3;;;;0;Міністерство внутрішніх справ
273;Проведення досліджень, оцінки на замовлення, а саме:дослідження транспортних засобів і документів, що їх супроводжують (комплексне), у тому числі: дослідження мопедів або їх окремих агрегатів;100;3;;;;0;Міністерство внутрішніх справ
276;Проведення досліджень, оцінки на замовлення, а саме: дослідження звуко- та відеозапису;100;3;;;;0;Міністерство внутрішніх справ
279;Проведення досліджень, оцінки на замовлення, а саме: вибухотехнічне дослідження;100;3;;;;0;Міністерство внутрішніх справ
282;Проведення досліджень, оцінки на замовлення, а саме: дослідження матеріалів, речовин, виробів та харчових продуктів;100;3;;;;0;Міністерство внутрішніх справ
283;Проведення досліджень, оцінки на замовлення, а саме: імунологічне дослідження та дослідження волосся;100;3;;;;0;Міністерство внутрішніх справ
284;Проведення досліджень, оцінки на замовлення, а саме: цитологічне дослідження;100;3;;;;0;Міністерство внутрішніх справ
285;Проведення досліджень, оцінки на замовлення, а саме: молекулярно-генетичне дослідження;100;3;;;;0;Міністерство внутрішніх справ
288;Проведення досліджень, оцінки на замовлення, а саме: дослідження обставин i механізму дорожньо-транспортних пригод, електротехнічного (технічної експлуатації електроустаткування), технічного стану транспортних засобів;100;3;;;;0;Міністерство внутрішніх справ
291;Проведення досліджень, оцінки на замовлення, а саме:транспортно-трасологічне дослідження, дослідження деталей транспортних засобів, дорожньо-технічне дослідження;100;3;;;;0;Міністерство внутрішніх справ
294;Проведення досліджень, оцінки на замовлення, а саме:автотоварознавче дослідження;100;3;;;;0;Міністерство внутрішніх справ
297;Проведення досліджень, оцінки на замовлення, а саме:залізничнотехнічне дослідження;100;3;;;;0;Міністерство внутрішніх справ
300;Проведення досліджень, оцінки на замовлення, а саме: дослідження обставин виникнення та розвитку пожеж і дотримання вимог пожежної безпеки;100;3;;;;0;Міністерство внутрішніх справ
303;Проведення досліджень, оцінки на замовлення, а саме: металографічне дослідження;100;3;;;;0;Міністерство внутрішніх справ
306;Проведення досліджень, оцінки на замовлення, а саме: комп’ютерно-технічне дослідження;100;3;;;;0;Міністерство внутрішніх справ
309;Проведення досліджень, оцінки на замовлення, а саме: товарознавче дослідження (вартості машин, обладнання, сировини, товарів народного споживання);100;3;;;;0;Міністерство внутрішніх справ
312;Проведення досліджень, оцінки на замовлення, а саме:економічне дослідження;100;3;;;;0;Міністерство внутрішніх справ
315;Проведення досліджень, оцінки на замовлення, а саме: мистецтвознавче дослідження;100;3;;;;0;Міністерство внутрішніх справ
318;Проведення досліджень, оцінки на замовлення, а саме:психологічне дослідження: складне;100;3;;;;0;Міністерство внутрішніх справ
321;Проведення досліджень, оцінки на замовлення, а саме: дослідження у сфері інтелектуальної власності;100;3;;;;0;Міністерство внутрішніх справ
324;Проведення досліджень, оцінки на замовлення, а саме: оцінка: нерухомих речей;100;3;;;;0;Міністерство внутрішніх справ
327;Проведення досліджень, оцінки на замовлення, а саме: оцінка: машин, обладнання, колісних транспортних засобів;100;3;;;;0;Міністерство внутрішніх справ
330;Проведення досліджень, оцінки на замовлення, а саме: оцінка: літальних апаратів та судноплавних засобів;100;3;;;;0;Міністерство внутрішніх справ
331;Проведення досліджень, оцінки на замовлення, а саме: оцінка: рухомих речей, що становлять культурну цінність;100;3;;;;0;Міністерство внутрішніх справ
334;Проведення досліджень, оцінки на замовлення, а саме: оцінка: рухомих речей, крім таких, що віднесені до машин, обладнання, дорожніх транспортних засобів, літальних апаратів, судноплавних засобів та тих, що становлять культурну цінність: складне;100;3;;;;0;Міністерство внутрішніх справ
337;Проведення досліджень, оцінки на замовлення, а саме: оцінка: прав на об’єкти інтелектуальної власності;100;3;;;;0;Міністерство внутрішніх справ
338;Огляд місць проведення масових заходів на вибухобезпеку;100;3;;;;0;Міністерство внутрішніх справ
340;Видача висновку за результатами проведення дослідження транспортних засобів та їх реєстраційних документів (комплексне) під час проведення державної реєстрації (перереєстрації), зняття з обліку: транспортних засобів усіх категорій іноземного виробництва або окремих агрегатів;100;3;;;;0;Міністерство внутрішніх справ
341;Видача висновку за результатами проведення дослідження транспортних засобів та їх реєстраційних документів (комплексне) під час проведення державної реєстрації (перереєстрації), зняття з обліку: мопедів або їх окремих агрегатів;100;3;;;;0;Міністерство внутрішніх справ
342;Нанесення спеціальних індивідуальних та дублюючих ідентифікаційних номерів транспортних засобів;100;3;;;;0;Міністерство внутрішніх справ
343;Відстрілювання вогнепальної зброї та огляд її технічного стану;100;3;[*];;;0;Міністерство внутрішніх справ
344;_Відстрілювання вогнепальної зброї та огляд її технічного стану, у тому числі: несмертельної дії, переробленої з військових зразків нарізної і комбінованої мисливської та спортивної;100;3;;;;0;Міністерство внутрішніх справ
345;Забезпечення супроводження для безпечного перевезення негабаритних, великовагових та небезпечних вантажів, автобусів та інших транспортних засобів спеціалізованими автомобілями Державтоінспекції МВС з використанням спеціальних світлових або звукових сигналів;100;3;;;;0;Державна Автомобільна Інспекція
346;Обстеження з виїздом на місце території або окремих ділянок автомобільних доріг, вулиць і залізничних переїздів, на яких планується розміщення об’єктів дорожнього сервісу, малих архітектурних форм, ділянок вулично-дорожньої мережі, на яких планується відкриття нових або перегляд діючих маршрутів руху транспортних засобів, залучених до перевезення пасажирів;100;3;;;;0;Державна Автомобільна Інспекція
347;Підготовка і видача технічних умов на розміщення об’єкта дорожнього сервісу та малої архітектурної форми;100;3;;;;0;Державна Автомобільна Інспекція
348;Перевірка проектної документації щодо будівництва, реконструкції і ремонту автомобільних доріг, вулиць та залізничних переїздів, об’єктів дорожнього сервісу, інших дорожніх споруд, забудови окремих територій населених пунктів, генеральних планів окремих забудов у населених пунктах, проектів комплексних схем організації руху та спорудження ліній міського електричного транспорту, схем організації дорожнього руху на відповідність технічним умовам та нормативно-правовим актам з безпеки дорожнього руху з подальшим оформленням документів щодо її розгляду та затвердження з наданням погодження або відмови в наданні погодження;100;1;;;;0;Державна Автомобільна Інспекція
349;Перевірка суб’єктів господарювання щодо відповідності матеріально-технічної бази та документації встановленим вимогам до діяльності, пов’язаної з реалізацією транспортних засобів, з видачею акта (висновку);100;3;;;;0;Державна Автомобільна Інспекція
350;Проведення перевірки відповідності самостійно сконструйованого, конфіскованого транспортного засобу або транспортного засобу, право власності на який встановлено за рішенням суду, або такого, що визнаний в установленому порядку безхазяйним, або який за правом спадкування перейшов у власність держави або подарований державі власником, вимогам безпеки дорожнього руху, нормам і стандартам, з видачею висновку;100;3;;;;0;Державна Автомобільна Інспекція
351;Обстеження умов проведення суб’єктом господарювання перевірки технічного стану колісних транспортних засобів під час державного технічного огляду з видачею висновку;100;3;;;;0;Державна Автомобільна Інспекція
352;Доставка, зокрема з використанням спеціальних транспортних засобів, затриманих за порушення правил, норм і стандартів у сфері безпеки дорожнього руху або технічно несправних транспортних засобів до визначеного замовником місця їх зберігання;100;3;;;;0;Державна Автомобільна Інспекція
353;Відповідальне зберігання номерних знаків транспортних засобів, знятих з обліку для подальшого закріплення за іншими транспортними засобами цього ж власника;100;3;;;;0;Державна Автомобільна Інспекція
354;Встановлення відповідності технічного стану колісних транспортних засобів вимогам правил норм і стандартів у сфері безпеки дорожнього руху з видачею протоколу перевірки технічного стану транспортного засобу;100;3;;;;0;Державна Автомобільна Інспекція
355;Надання юридичним особам доступу до бази даних про втрачені паспорти та розшук осіб;100;17;;;;0;Міністерство внутрішніх справ
360;Видача картки платника податків та внесення до паспорта громадянина даних про реєстраційний номер облікової картки платника податків з Державного реєстру фізичних осіб – платників податків;100;16;;;;0;Державна фіскальна служба
361;Внесення до паспорта громадянина відмітки про наявність права здійснювати будь-які платежі за серією та номером паспорта;100;16;;;;0;Державна фіскальна служба
362;Реєстрація реєстратора розрахункових операцій;100;16;;;;0;Державна фіскальна служба
363;Реєстрація книг обліку розрахункових операцій;100;16;;;;0;Державна фіскальна служба
364;Реєстрація розрахункових книжок;100;16;;;;0;Державна фіскальна служба
365;Реєстрація книги обліку доходів та книги обліку доходів і витрат платникам єдиного податку;100;16;;;;0;Державна фіскальна служба
366;Реєстрація книги обліку доходів і витрат, яку ведуть фізичні особи – підприємці, крім осіб, що обрали спрощену систему оподаткування, і фізичні особи, які провадять незалежну професійну діяльність ;100;16;;;;0;Державна фіскальна служба
367;Реєстрація платника єдиного податку;100;16;;;;0;Державна фіскальна служба
368;Надання витягу з реєстру платників єдиного податку;100;16;[*];;;0;Державна фіскальна служба
369;Внесення установи (організації) до Реєстру неприбуткових організацій та установ;100;16;;;;0;Державна фіскальна служба
370;Перереєстрація установи (організації) у Реєстрі неприбуткових організацій та установ;100;16;;;;0;Державна фіскальна служба
371;Підтвердження статусу податкового резидента ;100;16;;;;0;Державна фіскальна служба
372;Видача довідки про подану декларацію про майновий стан і доходи (податкову декларацію);100;16;;;;0;Державна фіскальна служба
373;Видача довідки про сплату податку на доходи фізичних осіб платником податку – резидентом, який виїжджає за кордон на постійне місце проживання, та про відсутність податкових зобов’язань з цього податку;100;16;;;;0;Державна фіскальна служба
374;Видача довідки про сплачений нерезидентом в Україні податок на прибуток (доходи);100;16;;;;0;Державна фіскальна служба
375;Засвідчення довідки про проведення декларування валютних цінностей, доходів та майна, що належать резиденту і знаходяться за її межами;100;16;;;;0;Державна фіскальна служба
376;Видача довідки про відсутність заборгованості з платежів до бюджету, що контролюються органами державної фіскальної служби;100;16;[*];;;0;Державна фіскальна служба
379;Надання дозволу на відкриття та експлуатацію складу тимчасового зберігання;100;14;;;;0;Державна фіскальна служба
380;Переоформлення дозволу на відкриття та експлуатацію складу тимчасового зберігання;100;14;;;;0;Державна фіскальна служба
381;Зупинення дії дозволу на відкриття та експлуатацію складу тимчасового зберігання за заявою підприємства;100;14;;;;0;Державна фіскальна служба
382;Анулювання дозволу на відкриття та експлуатацію складу тимчасового зберігання за заявою підприємства;100;14;;;;0;Державна фіскальна служба
383;Надання дозволу на відкриття та експлуатацію митного складу;100;14;;;;0;Державна фіскальна служба
384;Переоформлення дозволу на відкриття та експлуатацію митного складу;100;14;;;;0;Державна фіскальна служба
385;Зупинення дії дозволу на відкриття та експлуатацію митного складу за заявою підприємства;100;14;;;;0;Державна фіскальна служба
386;Анулювання дозволу на відкриття та експлуатацію митного складу за заявою підприємства;100;14;;;;0;Державна фіскальна служба
387;Надання дозволу на відкриття та експлуатацію вільної митної зони комерційного або сервісного типу;100;14;;;;0;Державна фіскальна служба
388;Переоформлення дозволу на відкриття та експлуатацію вільної митної зони комерційного або сервісного типу;100;14;;;;0;Державна фіскальна служба
389;Зупинення дії дозволу на відкриття та експлуатацію вільної митної зони комерційного або сервісного типу за заявою підприємства;100;14;;;;0;Державна фіскальна служба
390;Анулювання дозволу на відкриття та експлуатацію вільної митної зони комерційного або сервісного типу за заявою підприємства;100;14;;;;0;Державна фіскальна служба
391;Видача ліцензії на право роздрібної торгівлі алкогольними напоями;100;5;;;;0;Державна фіскальна служба
392;Видача дубліката ліцензії на право роздрібної торгівлі алкогольними напоями;100;5;;;;0;Державна фіскальна служба
393;Видача ліцензії на право роздрібної торгівлі сидром та перрі (без додання  спирту);100;5;;;;0;Державна фіскальна служба
394;Видача дубліката ліцензії на право роздрібної торгівлі сидром та перрі (без додання  спирту);100;5;;;;0;Державна фіскальна служба
395;Видача ліцензії на право роздрібної торгівлі тютюновими виробами;100;5;;;;0;Державна фіскальна служба
396;Видача дубліката ліцензії на право роздрібної торгівлі тютюновими виробами;100;5;;;;0;Державна фіскальна служба
397;Видача довідки про внесення місця зберігання алкогольних напоїв та тютюнових виробів до Єдиного державного реєстру місць зберігання;100;5;;;;0;Державна фіскальна служба
398;Видача ліцензії на виробництво спирту етилового;100;5;;;;0;Державна фіскальна служба
399;Видача дубліката ліцензії на виробництво спирту етилового;100;5;;;;0;Державна фіскальна служба
400;Видача ліцензії на виробництво спирту коньячного;100;5;;;;0;Державна фіскальна служба
401;Видача дубліката ліцензії на виробництво спирту коньячного;100;5;;;;0;Державна фіскальна служба
402;Видача ліцензії на виробництво спирту плодового;100;5;;;;0;Державна фіскальна служба
403;Видача дубліката ліцензії на виробництво спирту плодового;100;5;;;;0;Державна фіскальна служба
404;Видача ліцензії на виробництво спирту етилового ректифікованого виноградного;100;5;;;;0;Державна фіскальна служба
405;Видача дубліката ліцензії на виробництво спирту етилового ректифікованого виноградного;100;5;;;;0;Державна фіскальна служба
406;Видача ліцензії на виробництво спирту етилового ректифікованого плодового;100;5;;;;0;Державна фіскальна служба
407;Видача дубліката ліцензії на виробництво спирту етилового ректифікованого плодового;100;5;;;;0;Державна фіскальна служба
408;Видача ліцензії на виробництво спирту-сирцю виноградного;100;5;;;;0;Державна фіскальна служба
409;Видача дубліката ліцензії на виробництво спирту-сирцю виноградного;100;5;;;;0;Державна фіскальна служба
410;Видача ліцензії на виробництво спирту-сирцю плодового;100;5;;;;0;Державна фіскальна служба
411;Видача дубліката ліцензії на виробництво спирту-сирцю плодового;100;5;;;;0;Державна фіскальна служба
412;Видача ліцензії на виробництво алкогольних напоїв;100;5;;;;0;Державна фіскальна служба
413;Видача дубліката ліцензії на виробництво алкогольних напоїв;100;5;;;;0;Державна фіскальна служба
414;Видача ліцензії на виробництво тютюнових виробів;100;5;;;;0;Державна фіскальна служба
415;Видача дубліката ліцензії на виробництво тютюнових виробів;100;5;;;;0;Державна фіскальна служба
416;Видача ліцензії на право оптової торгівлі спиртом етиловим, спиртом етиловим ректифікованим виноградним, спиртом етиловим ректифікованим плодовим;100;5;;;;0;Державна фіскальна служба
417;Видача ліцензії на право оптової торгівлі алкогольними напоями, крім сидру та перрі (без додання спирту);100;5;;;;0;Державна фіскальна служба
418;Видача дубліката ліцензії на право оптової торгівлі алкогольними напоями, крім сидру та перрі (без додання спирту);100;5;;;;0;Державна фіскальна служба
419;Видача додатків до ліцензій на право оптової торгівлі алкогольними напоями, крім сидру та перрі (без додання спирту);100;5;;;;0;Державна фіскальна служба
420;Видача ліцензії на право оптової торгівлі тютюновими виробами;100;5;;;;0;Державна фіскальна служба
421;Видача дубліката ліцензії на право оптової торгівлі тютюновими виробами;100;5;;;;0;Державна фіскальна служба
422;Видача додатків до ліцензій на право оптової торгівлі тютюновими виробами;100;5;;;;0;Державна фіскальна служба
423;Видача ліцензії на право оптової торгівлі сидром та перрі (без додання спирту);100;5;;;;0;Державна фіскальна служба
424;Видача дубліката ліцензії на право оптової торгівлі сидром та перрі (без додання спирту);100;5;;;;0;Державна фіскальна служба
425;Видача додатків до ліцензій на право оптової торгівлі сидром та перрі (без додання спирту);100;5;;;;0;Державна фіскальна служба
426;Видача довідки про внесення місця зберігання алкогольних напоїв та тютюнових виробів до Єдиного державного реєстру місць зберігання;100;5;;;;0;Державна фіскальна служба
427;Видача довідки про внесення місця зберігання спирту до Єдиного державного реєстру місць зберігання;100;5;;;;0;Державна фіскальна служба
428;Включення до Державного реєстру реєстраторів розрахункових операцій моделей реєстраторів розрахункових операцій, їх модифікацій вітчизняного та іноземного виробництва, розширення переліку версій внутрішнього програмного забезпечення моделей, продовження строку їх первинної реєстрації;100;19;;;;0;Державна фіскальна служба
429;Надання дозволу на відкриття та експлуатацію магазину безмитної торгівлі;100;19;;;;0;Державна фіскальна служба
430;Переоформлення дозволу на відкриття та експлуатацію магазину безмитної торгівлі;100;19;;;;0;Державна фіскальна служба
431;Зупинення дії дозволу на відкриття та експлуатацію магазину безмитної торгівлі за заявою підприємства;100;19;;;;0;Державна фіскальна служба
432;Анулювання дозволу на відкриття та експлуатацію магазину безмитної торгівлі за заявою підприємства;100;19;;;;0;Державна фіскальна служба
433;Надання статусу гаранта;100;19;;;;0;Державна фіскальна служба
434;Прийняття рішення про допуск перевізників-резидентів до перевезень на умовах Конвенції МДП;100;17;;;;0;Державна фіскальна служба
435;Видача на запит імпортера сертифіката підтвердження доставки, яким засвідчується факт надходження в Україну товарів, визначених у зазначеному сертифікаті;100;19;;;;0;Державна фіскальна служба
436;Видача ліцензії на здійснення митної брокерської діяльності;100;5;;;;0;Державна фіскальна служба
437;Видача дубліката ліцензії на здійснення митної брокерської діяльності;100;5;;;;0;Державна фіскальна служба
438;Переоформлення ліцензії на здійснення митної брокерської діяльності;100;5;;;;0;Державна фіскальна служба
439;Видача копії ліцензії на здійснення митної брокерської діяльності;100;5;;;;0;Державна фіскальна служба
440;Анулювання ліцензії на здійснення митної брокерської діяльності за заявою ліцензіата;100;5;;;;0;Державна фіскальна служба
444;Реєстрація апаратури супутникових радіонавігаційних систем;100;1;;;;0;Державне земельне агентство
445;Висновок щодо меж географічного місця, з яким пов’язані особливі властивості, певні якості та інші характеристики товару;100;1;;;;0;Державне земельне агентство
447;Видача висновку про погодження документації із землеустрою;100;1;;;;0;Державне земельне агентство
448;Погодження виконання робіт в охоронних зонах геодезичних пунктів та робіт із знесення і перезакладення геодезичних пунктів;100;1;;;;0;Державне земельне агентство
449;Видача витягів з Державного реєстру сертифікованих інженерів-землевпорядників і Державного реєстру сертифікованих інженерів-геодезистів;100;1;;;;0;Державне земельне агентство
450;Прийняття рішення про видачу (анулювання, позбавлення, зупинення, поновлення) кваліфікаційного сертифіката сертифікованого інженера-землевпорядника;100;1;;;;0;Державне земельне агентство
455;Надання будівельного паспорту забудови земельної ділянки;100;1;;;;0;Головне АПУ
456;Надання будівельного паспорту забудови земельної ділянки;100;7;;;;0;Головне АПУ
467;Видача ліцензії на провадження господарської діяльності з проведення землеоціночних робіт та земельних торгів;100;7;;;;0;Державне земельне агентство
468;Видача копії ліцензії на провадження господарської діяльності з проведення землеоціночних робіт та земельних торгів;100;7;;;;0;Державне земельне агентство
469;Видача дубліката ліцензії на провадження господарської діяльності з проведення робіт із землеустрою, землеоціночних робіт та земельних торгів;100;7;;;;0;Державне земельне агентство
470;Переоформлення ліцензії на провадження господарської діяльності з проведення землеоціночних робіт та земельних торгів;100;7;;;;0;Державне земельне агентство
471;Обов’язкова, добровільна державна експертиза землевпорядної документації, а також вибіркова державна експертиза землевпорядної документації (у разі видачі негативного висновку);100;7;;;;0;Державне земельне агентство
472;_Державна реєстрація земельної ділянки;100;1;;;;0;Державне земельне агентство
473;Державна реєстрація обмежень у використанні земель;100;7;;;;0;Державне земельне агентство
474;Передача у власність земельної ділянки, що не перебуває в законному користуванні громадянина, але знаходиться в межах існуючого будинковолодіння;100;1;;;;0;Міська рада
475;Передача у власність земельної ділянки, що перебуває у законному користуванні громадянина;100;1;[*];;;0;Міська рада
476;Передача в оренду земельної ділянки, що перебуває у користуванні громадянина в межах існуючого будинковолодіння;100;1;;;;0;Міська рада
477;Надання довідки щодо належності об’єкту до комунальної власності;100;1;;;;0;Міська рада
478;Надання обмежень на використання садової земельної ділянки;100;1;;;;0;Міська рада
479;надання відомостей з Державного земельного кадастру у формі витягів з Державного земельного кадастру про земельну ділянку;100;1;;;;0;Державне земельне агентство
480;надання відомостей з Державного земельного кадастру у формі довідки, що містить узагальнену інформацію про землі (території);100;7;;;;0;Державне земельне агентство
481;Надання витягу з протоколу сесії міської ради впродовж останніх 10 років;100;2;;;;0;Міська рада
482;Підготовка та укладення договору на комплексне опорядження, утримання і зовнішній благоустрій та території, прилеглої до об’єкту або землекористування;100;1;;;;0;Міська рада
483;Надання інформації про присвоєння/зміну назви вулиці;100;1;;;;0;Міська рада
484;Довідка про присвоєння назви проїзду в садовому товаристві;100;1;;;;0;Міська рада
485;Надання витягу з плану зонування;100;1;;;;0;Міська рада
486;пошук, перегляд, копіювання та роздрукування відомостей з Державного земельного кадастру про бонітування ґрунтів;100;7;;;;0;Державне земельне агентство
487;пошук, перегляд, копіювання та роздрукування відомостей з Державного земельного кадастру про виправлення технічної помилки у відомостях Державного земельного кадастру, яка була допущена не з вини органу, що здійснює його ведення;100;7;;;;0;Державне земельне агентство
488;Погодження передачі музейних предметів, музейних колекцій, музейних зібрань, що належать до державної частини Музейного фонду , та предметів музейного значення, що підлягають внесенню до державної частини Музейного фонду , на тимчасове перебування їх за кордоном для експонування на виставках, реставрації або проведення наукової експертизи;100;11;;;;0;Міністерство культури
489;Погодження проектів землеустрою щодо відведення земельних ділянок, розташованих на території пам'яток національного значення, їх охоронних зон та охоронюваних археологічних територіях;100;11;;;;0;Міністерство культури
490;видачі власнику пам'ятки або уповноваженому ним органу свідоцтва про реєстрацію об'єкта культурної спадщини як пам'ятки;100;11;;;;0;Міністерство культури
493;Видача свідоцтва на право вивезення (тимчасового вивезення) культурних цінностей;100;11;;;;0;Міністерство культури
494;Погодження програм та проектів містобудівних, архітектурних та ландшафтних перетворень, меліоративних, шляхових, земляних робіт на пам'ятках національного значення, їх територіях, в історико-культурних заповідниках, на історико-культурних заповідних територіях, у зонах охорони, на охоронюваних археологічних територіях, в історичних ареалах населених місць, а також програм і проектів, реалізація яких може позначитися на об'єктах культурної спадщини;100;11;;;;0;Міністерство культури
